,no,place_id_left,place_id_right,study_id,left,right,voter_uniqueid,choice,study_question,place_name_right,place_name_left,day,time,lat_right,long_right,lat_left,long_left
60636,60637,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d6a54fdc9f03587004a2a,513d9c5ffdc9f03587007cfc,7e43ac58c982417b9735f8033eb26fe7,left,safer,New York,Boston,2014-12-06,22:41:09,40.639396,-73.917643,42.403524,-71.05114100000003
60640,60641,50e5f168d7c3df413b000279,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d6a46fdc9f035870049fc,513d6a16fdc9f03587004959,be05c18752aa44a7bcd01887d83ea6c5,left,safer,Boston,Boston,2015-02-19,08:53:20,42.40449,-71.08568100000002,42.274514,-71.08005600000001
60724,60725,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d68bbfdc9f0358700449b,513d9ccbfdc9f03587007e6d,d4cb6a03ef644b9b8d32553448798d7c,left,safer,New York,Boston,2015-08-24,09:59:47,40.692988,-73.92821400000003,42.383109,-71.13789099999997
60773,60774,50e5f168d7c3df413b000279,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d6a72fdc9f03587004a7f,513d6b1efdc9f03587004c44,af6d2b703942475faae0726c1fd45f57,right,safer,Boston,Boston,2014-10-16,00:19:01,42.346034,-71.15585099999998,42.365048,-71.127272
60873,60874,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d6a18fdc9f0358700495f,513d7de0fdc9f035870072b3,67ecc2e0b1e14034b5f56032e6122513,right,safer,New York,Boston,2018-02-05,17:03:24,40.761719,-73.826821,42.368906,-71.15849400000002
60901,60902,50e5f168d7c3df413b000279,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d6945fdc9f03587004683,513d6868fdc9f0358700436d,34869431b31a4926ac50dd05e8387050,right,safer,Boston,Boston,2016-11-19,19:43:26,42.392569,-71.10981099999998,42.406605,-71.06058200000001
60995,60996,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d6b6dfdc9f03587004cfe,513d9a9ffdc9f03587007745,749f5b878b4842399ccf318f848c99b3,left,safer,New York,Boston,2014-10-19,15:00:10,40.715143,-73.85934399999996,42.365232,-71.15492599999999
61406,61407,50e5f168d7c3df413b000279,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d67ddfdc9f035870041a6,513d6bc5fdc9f03587004dd1,a02bda2961c74c448cba724bc5fec429,left,safer,Boston,Boston,2016-05-01,21:44:30,42.418916,-71.01342199999999,42.391718,-71.17389200000002
61411,61412,50e5f168d7c3df413b000279,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d6b49fdc9f03587004ca9,513d6c6efdc9f03587004f7f,cf8357e37e8e42bc91c0a08a8294802f,left,safer,Boston,Boston,2014-09-03,16:33:44,42.330292,-71.050141,42.369691,-71.09231599999998
61439,61440,50e5f168d7c3df413b000279,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d698ffdc9f0358700478f,513d688dfdc9f035870043f4,04da32b53b9646a5a3b33838d8088b4e,right,safer,Boston,Boston,2015-01-20,14:45:40,42.381579,-71.06674299999997,42.387696,-71.038814
61508,61509,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d68e1fdc9f0358700451d,513d7d52fdc9f03587007191,cbdc6dfb24ad4b04abc76b01c450290c,right,safer,New York,Boston,2014-12-01,07:40:14,40.90857,-73.847125,42.371749,-70.98207400000001
61664,61665,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d6b47fdc9f03587004ca2,513d7917fdc9f035870063b4,badf50db9d3c49f2aacabec710fb0ffd,left,safer,New York,Boston,2013-07-28,23:37:04,40.861004,-73.84874100000002,42.356306,-71.114441
61726,61727,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d6bc8fdc9f03587004dda,513d9ebdfdc9f035870084df,d366d7a50b5640c98c57f9dd9b0831c7,left,safer,New York,Boston,2015-09-10,09:59:28,40.773658,-73.91557,42.293249,-71.07434899999998
61760,61761,50e5f168d7c3df413b000279,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d6b11fdc9f03587004c22,513d699ffdc9f035870047c6,f7bed73408f5434b89876ec96c8ced27,left,safer,Boston,Boston,2018-02-02,08:36:52,42.332173,-71.12861800000002,42.418494,-71.093166
61962,61963,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d6772fdc9f03587004094,513d7a51fdc9f035870067b8,f06e3aa8c1f04799bf3fbd4870beeb05,left,safer,New York,Boston,2014-11-30,18:44:57,40.686111,-73.808898,42.347729,-71.15493400000003
62015,62016,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d67bcfdc9f03587004156,513d7d73fdc9f035870071ce,409c55a31d0249f49683b821b600b024,left,safer,New York,Boston,2014-10-17,14:12:40,40.600881,-73.99667099999999,42.298339,-71.10185100000001
62019,62020,50e5f168d7c3df413b000279,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d6b98fdc9f03587004d68,513d6c20fdc9f03587004ebe,61d8d76953954ea6b1202d7bb315a926,right,safer,Boston,Boston,2014-10-24,10:15:50,42.396917,-71.00883099999999,42.401345,-71.09537599999999
62181,62182,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d685cfdc9f03587004343,513d7e77fdc9f035870073f2,71829f380dcc490fad8303cb4abe524c,right,safer,New York,Boston,2017-01-03,07:22:55,40.847759,-73.85308499999996,42.272428,-71.09042799999997
62226,62227,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d69f0fdc9f035870048d8,513d9c66fdc9f03587007d17,1ad4e270763a4aae94f7c873f7676805,equal,safer,New York,Boston,2013-09-11,06:11:05,40.82987,-73.86635799999999,42.383579,-71.13261899999998
62241,62242,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d6875fdc9f03587004398,513d9eddfdc9f03587008551,8b3f570bac484e10825a126d71fcb1c7,left,safer,New York,Boston,2014-10-26,07:19:45,40.650158,-73.940857,42.382596,-71.178426
62317,62318,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d6a34fdc9f035870049bc,513d7eb3fdc9f03587007469,2d9f2507b7c34920bf9ae666d49113e4,left,safer,New York,Boston,2015-08-04,13:22:23,40.824347,-73.84297500000002,42.270925,-71.085466
62427,62428,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d6c89fdc9f03587004fbc,513d9db8fdc9f0358700818d,b40dabe359c7458e95524ec9701d6c34,left,safer,New York,Boston,2014-10-25,22:19:24,40.822306,-73.90329099999997,42.350749,-71.089856
62440,62441,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d6b5cfdc9f03587004cd7,513d7babfdc9f03587006c3b,10db545de84a453c977a57389a3304a7,equal,safer,New York,Boston,2014-10-24,13:56:10,40.692501,-73.85924899999998,42.380387,-70.99178599999999
62510,62511,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d688ffdc9f035870043f9,513d7c3efdc9f03587006e23,5b9778b0418f434f953d0c80c455131b,left,safer,New York,Boston,2014-12-06,17:30:07,40.771691,-73.84650299999998,42.302845,-71.11841600000002
62675,62676,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d6835fdc9f035870042bd,513d7eb2fdc9f03587007468,c7d7d810964a480595928949d1213f51,left,safer,New York,Boston,2014-10-16,00:09:57,40.721105,-73.80803100000003,42.340719,-71.15678200000002
62703,62704,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d6b9dfdc9f03587004d76,513d9cebfdc9f03587007ee0,1bbd87a62362402784ffc4194b74ac83,left,safer,New York,Boston,2014-10-19,21:03:43,40.706983,-73.96894700000001,42.30718,-71.05852900000002
62781,62782,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d69e5fdc9f035870048b3,513d9d49fdc9f03587008003,de43446deef04674ac077dace4194652,left,safer,New York,Boston,2013-07-28,21:05:45,40.678381,-73.946393,42.414161,-71.04173100000003
62793,62794,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d6c06fdc9f03587004e75,513d7d6cfdc9f035870071c0,324e1486777547279c4fe764deaf6b64,right,safer,New York,Boston,2015-11-15,18:38:21,40.662289,-73.81893100000002,42.34003,-71.064394
62869,62870,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d6b6bfdc9f03587004cf8,513d7f07fdc9f03587007519,a61e41819a424a859a6efe4fdb48c2ca,right,safer,New York,Boston,2014-11-04,17:19:41,40.691363,-73.866895,42.340811,-71.12776600000001
62935,62936,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d67aefdc9f03587004134,513d9ab6fdc9f0358700779b,9757408e5e174c1994f03af2b2a02e20,left,safer,New York,Boston,2014-06-27,17:17:29,40.753877,-73.90398900000002,42.418268,-71.09412099999997
63028,63029,50e5f168d7c3df413b000279,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d6967fdc9f035870046fc,513d6883fdc9f035870043d2,1251a382c19b4d669287178c0f27cc8c,right,safer,Boston,Boston,2016-11-04,10:25:49,42.326189,-71.116401,42.38258,-71.03203400000001
63030,63031,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d6a26fdc9f03587004990,513d7995fdc9f0358700654d,fc83e184bb9a4d50a6833190389a70fb,left,safer,New York,Boston,2014-06-28,06:39:42,40.712583,-73.90369399999997,42.362299,-71.09052200000002
63154,63155,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d6abafdc9f03587004b3c,513d7e22fdc9f03587007337,ef39e555d2c24bfc9c6d478e8693ef73,left,safer,New York,Boston,2014-03-11,13:49:37,40.888728,-73.81513899999999,42.282934,-71.06566399999997
63164,63165,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d6b31fdc9f03587004c73,513d7a1efdc9f0358700670f,cd8c1dd299a041289b1b9652106b0507,right,safer,New York,Boston,2013-09-29,22:08:08,40.726398,-73.79729800000001,42.331085,-71.068329
63222,63223,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d6881fdc9f035870043c8,513d9c19fdc9f03587007c14,4654be1eac424e2abf48087889907f1a,equal,safer,New York,Boston,2018-03-01,09:06:01,40.876614,-73.812163,42.394482,-71.06717000000003
63450,63451,50e5f168d7c3df413b000279,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d6b1efdc9f03587004c44,513d6b42fdc9f03587004c98,28552c304a6c455fabb4f570fba9a5ab,left,safer,Boston,Boston,2013-08-09,12:02:20,42.389263,-71.08542799999998,42.346034,-71.15585099999998
63458,63459,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d6aa1fdc9f03587004afa,513d7c93fdc9f03587006f3f,6ede357b93c54c048ac266327ed8b25c,left,safer,New York,Boston,2014-07-25,19:12:25,40.65671,-73.89003200000002,42.276856,-71.06064200000003
63569,63570,50e5f168d7c3df413b000279,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d6c5bfdc9f03587004f53,513d6b6ffdc9f03587004d02,935271195d5547cdaa83102836459869,right,safer,Boston,Boston,2013-07-29,07:48:28,42.312422,-71.10515599999997,42.395436,-71.02664500000003
63610,63611,50e5f168d7c3df413b000279,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d69f6fdc9f035870048ea,513d6b7dfdc9f03587004d25,d12b286020774d8dafbe261753586e06,equal,safer,Boston,Boston,2015-09-10,11:46:32,42.266,-71.07752800000003,42.389613,-71.071146
63660,63661,50e5f168d7c3df413b000279,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d69a3fdc9f035870047d5,513d6884fdc9f035870043d5,2d79db4bbf774dd7b3a855ed940dbafb,left,safer,Boston,Boston,2013-07-29,19:35:48,42.407975,-71.09313600000002,42.39031,-71.17546600000003
63681,63682,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d6bd6fdc9f03587004dfe,513d9cb0fdc9f03587007e13,207b183a4cf240afb2e5d1a2801e1487,right,safer,New York,Boston,2016-06-10,20:47:36,40.853494,-73.92435799999998,42.391763,-71.15362700000003
63769,63770,50e5f168d7c3df413b000279,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d6b07fdc9f03587004c05,513d7caefdc9f03587006f8b,556a8fd20627451283b29c60370e20cf,left,safer,New York,Boston,2017-01-08,12:35:21,40.672919,-73.97655900000001,42.370162,-70.98415899999998
63785,63786,50e5f168d7c3df413b000279,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d6b6ffdc9f03587004d01,513d67ebfdc9f035870041ca,b8f79c4617a84e5784efb692d108aaab,equal,safer,Boston,Boston,2014-10-28,00:33:34,42.373321,-71.13993600000003,42.378356,-71.07628999999997
